batch_id,timestamp,day_number,humidity,temp_envi,temp_water,tds,lux,ppfd,reflect_445,reflect_480,ph,growth_stage,yield_count
Batch_001,2025-05-07 11:50:00,25,56.48,30.47,26.18,556.66,20045.04,618.46,0.84,0.79,6.23,Leaf Development,6
Batch_001,2025-05-07 11:55:00,25,59.71,28.56,25.55,625.72,19867.97,631.87,0.22,0.6,6.99,Leaf Development,6
Batch_001,2025-05-07 12:00:00,25,43.22,36.14,32.93,575.25,11517.18,304.76,0.9,0.69,6.33,Leaf Development,6
Batch_001,2025-05-07 12:05:00,25,45.67,36.7,33.7,550.45,13054.0,325.88,0.73,0.59,6.73,Leaf Development,6
Batch_001,2025-05-07 12:10:00,25,50.73,35.51,33.23,593.77,10569.56,329.84,0.43,0.23,6.19,Leaf Development,6
Batch_001,2025-05-07 12:15:00,25,48.05,34.47,33.72,708.98,11020.28,398.01,0.62,0.49,6.4,Leaf Development,6
Batch_001,2025-05-07 12:20:00,25,46.42,35.22,33.77,647.0,12537.15,424.51,0.19,0.87,6.32,Leaf Development,6
Batch_001,2025-05-07 12:25:00,25,53.68,36.13,32.93,619.96,11328.1,453.9,0.59,0.08,5.83,Leaf Development,6
Batch_001,2025-05-07 12:30:00,25,44.82,36.33,32.72,650.97,13667.82,425.02,0.82,0.24,6.45,Leaf Development,6
Batch_001,2025-05-07 12:35:00,25,56.66,34.59,32.93,574.78,10141.04,379.64,0.22,0.23,6.76,Leaf Development,6
Batch_001,2025-05-07 12:40:00,25,49.89,34.87,33.45,705.81,10426.96,484.83,0.33,0.13,6.83,Leaf Development,6
Batch_001,2025-05-07 12:45:00,25,52.67,36.4,33.26,562.24,9921.16,358.93,0.74,0.8,6.23,Leaf Development,6
Batch_001,2025-05-07 12:50:00,25,44.85,36.26,33.07,560.02,10920.35,314.6,0.64,0.48,5.69,Leaf Development,6
Batch_001,2025-05-07 12:55:00,25,41.65,35.83,33.52,580.45,13642.12,354.66,0.8,0.38,6.09,Leaf Development,6
Batch_001,2025-05-07 13:00:00,25,51.39,33.79,32.63,583.55,6548.51,267.62,0.18,0.42,5.53,Leaf Development,6
Batch_001,2025-05-07 13:05:00,25,46.69,34.17,34.06,598.29,7542.79,259.61,0.39,0.51,6.4,Leaf Development,6
Batch_001,2025-05-07 13:10:00,25,45.19,37.92,32.31,595.05,7608.41,254.74,0.77,0.16,6.9,Leaf Development,6
Batch_001,2025-05-07 13:15:00,25,49.51,36.65,33.44,616.39,7689.25,293.62,0.58,0.29,5.87,Leaf Development,6
Batch_001,2025-05-07 13:20:00,25,49.87,36.36,33.52,621.12,7528.03,194.53,0.31,0.54,6.43,Leaf Development,6
Batch_001,2025-05-07 13:25:00,25,43.39,35.27,32.51,649.48,7068.57,338.81,0.87,0.62,6.1,Leaf Development,6
Batch_001,2025-05-07 13:30:00,25,52.66,36.63,33.45,624.41,6748.32,256.0,0.62,0.38,6.54,Leaf Development,6
Batch_001,2025-05-07 13:35:00,25,45.38,36.26,32.51,609.18,5698.25,231.03,0.41,0.54,7.0,Leaf Development,6
Batch_001,2025-05-07 13:40:00,25,47.33,34.31,33.65,554.2,7738.04,392.93,0.81,0.77,5.9,Leaf Development,6
Batch_001,2025-05-07 13:45:00,25,49.21,34.34,33.07,663.67,7184.81,247.45,0.65,0.43,6.02,Leaf Development,6
Batch_001,2025-05-07 13:50:00,25,46.2,36.65,32.13,565.32,6827.34,308.59,0.37,0.89,6.11,Leaf Development,6
Batch_001,2025-05-07 13:55:00,25,51.02,36.06,33.68,677.21,5221.67,341.92,0.48,0.67,6.9,Leaf Development,6
Batch_001,2025-05-07 14:00:00,25,44.65,37.44,33.51,660.69,5102.18,222.71,0.14,0.82,5.5,Leaf Development,6
Batch_001,2025-05-07 14:05:00,25,43.36,37.62,32.98,603.82,7689.1,377.03,0.35,0.32,6.88,Leaf Development,6
Batch_001,2025-05-07 14:10:00,25,55.56,37.91,32.29,658.02,6737.01,201.08,0.28,0.76,6.25,Leaf Development,6
Batch_001,2025-05-07 14:15:00,25,49.47,37.72,33.62,575.58,6767.61,246.58,0.88,0.6,5.65,Leaf Development,6
Batch_001,2025-05-07 14:20:00,25,51.23,37.06,32.49,595.63,6275.84,235.54,0.62,0.12,5.78,Leaf Development,6
Batch_001,2025-05-07 14:25:00,25,47.0,37.74,33.69,669.26,6078.41,389.17,0.65,0.25,6.48,Leaf Development,6
Batch_001,2025-05-07 14:30:00,25,48.3,36.57,31.93,573.86,5291.7,369.91,0.71,0.54,5.92,Leaf Development,6
Batch_001,2025-05-07 14:35:00,25,53.5,37.68,33.56,699.31,5586.68,349.08,0.47,0.87,5.6,Leaf Development,6
Batch_001,2025-05-07 14:40:00,25,51.58,37.77,33.3,570.46,6029.57,321.52,0.47,0.65,7.01,Leaf Development,6
Batch_001,2025-05-07 14:45:00,25,49.25,37.83,32.7,632.44,7703.74,404.55,0.92,0.31,6.34,Leaf Development,6
Batch_001,2025-05-07 14:50:00,25,49.09,37.62,32.33,627.77,6725.06,269.99,0.82,0.36,6.3,Leaf Development,6
Batch_001,2025-05-07 14:55:00,25,52.05,37.71,33.41,638.68,5913.85,395.92,0.53,0.75,6.74,Leaf Development,6
Batch_001,2025-05-07 15:00:00,25,56.14,36.82,33.02,630.9,5817.58,373.32,0.56,0.45,5.54,Leaf Development,6
Batch_001,2025-05-07 15:05:00,25,53.01,37.23,33.75,692.93,8059.03,300.16,0.33,0.84,6.2,Leaf Development,6
Batch_001,2025-05-07 15:10:00,25,46.63,38.37,33.41,586.38,5377.27,219.5,0.21,0.44,5.76,Leaf Development,6
Batch_001,2025-05-07 15:15:00,25,47.13,37.77,32.44,589.8,7584.78,199.02,0.19,0.81,6.16,Leaf Development,6
Batch_001,2025-05-07 15:20:00,25,46.81,37.22,33.34,671.02,6310.93,282.46,0.17,0.39,6.92,Leaf Development,6
Batch_001,2025-05-07 15:25:00,25,53.26,37.71,31.86,615.83,5847.15,257.2,0.14,0.84,6.42,Leaf Development,6
Batch_001,2025-05-07 15:30:00,25,46.38,37.31,33.41,656.25,5811.88,239.91,0.4,0.25,6.22,Leaf Development,6
Batch_001,2025-05-07 15:35:00,25,52.29,38.14,32.91,680.51,5051.33,261.9,0.31,0.45,6.57,Leaf Development,6
Batch_001,2025-05-07 15:40:00,25,46.36,36.81,31.86,625.21,6251.94,381.19,0.15,0.4,5.65,Leaf Development,6
Batch_001,2025-05-07 15:45:00,25,45.07,37.21,33.61,676.06,5601.89,412.91,0.16,0.63,6.6,Leaf Development,6
Batch_001,2025-05-07 15:50:00,25,43.56,37.84,33.11,665.12,7096.29,391.61,0.68,0.78,7.01,Leaf Development,6
Batch_001,2025-05-07 15:55:00,25,42.59,39.37,32.93,686.89,7480.77,194.24,0.25,0.79,6.44,Leaf Development,6
Batch_001,2025-05-07 16:00:00,25,64.64,31.01,27.75,633.23,8041.33,273.94,0.72,0.87,6.41,Leaf Development,6
Batch_001,2025-05-07 16:05:00,25,69.99,31.67,28.33,663.55,7352.69,272.23,0.08,0.48,6.01,Leaf Development,6
Batch_001,2025-05-07 16:10:00,25,62.75,31.24,28.43,579.84,6593.65,242.62,0.8,0.75,5.66,Leaf Development,6
Batch_001,2025-05-07 16:15:00,25,59.58,32.1,29.73,677.23,6890.96,227.01,0.42,0.25,6.76,Leaf Development,6
Batch_001,2025-05-07 16:20:00,25,64.34,30.57,28.71,574.13,4989.68,245.66,0.41,0.39,5.9,Leaf Development,6
Batch_001,2025-05-07 16:25:00,25,63.98,31.11,27.0,577.43,6338.12,265.9,0.7,0.67,6.85,Leaf Development,6
Batch_001,2025-05-07 16:30:00,25,65.31,32.03,29.17,675.29,6380.3,380.93,0.2,0.85,5.63,Leaf Development,6
Batch_001,2025-05-07 16:35:00,25,66.13,32.7,27.85,671.61,6412.97,248.39,0.48,0.57,6.9,Leaf Development,6
Batch_001,2025-05-07 16:40:00,25,65.81,31.48,26.21,672.38,6535.19,303.95,0.43,0.63,6.91,Leaf Development,6
Batch_001,2025-05-07 16:45:00,25,57.25,32.33,28.43,665.86,6729.13,391.64,0.2,0.39,5.93,Leaf Development,6
Batch_001,2025-05-07 16:50:00,25,61.28,33.66,27.42,654.66,5656.99,274.83,0.63,0.9,6.84,Leaf Development,6
Batch_001,2025-05-07 16:55:00,25,67.34,32.33,26.04,594.08,7386.39,434.28,0.76,0.18,5.69,Leaf Development,6
Batch_001,2025-05-07 17:00:00,25,64.41,31.61,27.02,589.58,5808.07,371.73,0.49,0.47,6.57,Leaf Development,6
Batch_001,2025-05-07 17:05:00,25,64.56,30.96,28.28,599.63,5864.53,349.79,0.16,0.39,6.76,Leaf Development,6
Batch_001,2025-05-07 17:10:00,25,65.6,32.35,28.38,568.82,6839.93,299.37,0.82,0.28,6.84,Leaf Development,6
Batch_001,2025-05-07 17:15:00,25,64.04,33.09,27.83,560.02,6406.24,314.77,0.52,0.37,6.33,Leaf Development,6
Batch_001,2025-05-07 17:20:00,25,68.16,32.16,26.98,618.31,7810.78,195.48,0.89,0.83,5.96,Leaf Development,6
Batch_001,2025-05-07 17:25:00,25,65.27,31.78,29.36,606.39,5171.38,255.63,0.54,0.48,5.99,Leaf Development,6
Batch_001,2025-05-07 17:30:00,25,62.07,32.67,29.84,608.35,6699.66,353.76,0.15,0.38,6.29,Leaf Development,6
Batch_001,2025-05-07 17:35:00,25,66.3,32.83,29.94,645.36,5720.87,351.58,0.75,0.71,6.22,Leaf Development,6
Batch_001,2025-05-07 17:40:00,25,63.2,33.1,28.02,574.44,5263.92,343.31,0.36,0.73,6.77,Leaf Development,6
Batch_001,2025-05-07 17:45:00,25,59.5,31.98,25.95,677.86,7839.18,326.34,0.44,0.18,6.53,Leaf Development,6
Batch_001,2025-05-07 17:50:00,25,65.72,32.75,26.55,694.97,6629.34,357.12,0.09,0.12,6.57,Leaf Development,6
Batch_001,2025-05-07 17:55:00,25,62.99,30.55,27.98,557.83,8183.4,229.15,0.88,0.26,6.73,Leaf Development,6
Batch_001,2025-05-07 18:00:00,25,62.95,27.84,28.85,692.8,586.4,238.74,0.17,0.54,5.75,Leaf Development,6
Batch_001,2025-05-07 18:05:00,25,62.97,26.78,28.4,558.43,850.24,176.07,0.26,0.88,5.83,Leaf Development,6
Batch_001,2025-05-07 18:10:00,25,64.3,24.95,27.27,607.08,530.88,167.64,0.23,0.44,6.18,Leaf Development,6
Batch_001,2025-05-07 18:15:00,25,67.31,28.28,30.11,634.68,826.12,167.89,0.11,0.49,6.88,Leaf Development,6
Batch_001,2025-05-07 18:20:00,25,60.0,25.81,29.36,666.19,897.58,208.86,0.59,0.73,6.15,Leaf Development,6
Batch_001,2025-05-07 18:25:00,25,67.61,28.79,28.18,612.63,996.56,213.4,0.24,0.3,6.53,Leaf Development,6
Batch_001,2025-05-07 18:30:00,25,66.86,25.32,26.8,692.97,984.54,204.26,0.56,0.55,6.28,Leaf Development,6
Batch_001,2025-05-07 18:35:00,25,71.43,29.9,26.95,672.16,841.31,194.28,0.42,0.36,6.91,Leaf Development,6
Batch_001,2025-05-07 18:40:00,25,63.3,27.5,28.57,589.43,704.84,209.48,0.3,0.43,6.16,Leaf Development,6
Batch_001,2025-05-07 18:45:00,25,65.81,30.44,25.82,617.75,768.97,166.72,0.13,0.51,6.86,Leaf Development,6
Batch_001,2025-05-07 18:50:00,25,61.36,26.38,26.44,680.64,883.62,154.19,0.6,0.57,6.84,Leaf Development,6
Batch_001,2025-05-07 18:55:00,25,59.62,28.7,26.9,640.37,745.37,192.22,0.31,0.56,6.16,Leaf Development,6
Batch_001,2025-05-07 19:00:00,25,60.74,27.82,29.22,558.71,764.68,212.8,0.81,0.88,6.15,Leaf Development,6
Batch_001,2025-05-07 19:05:00,25,62.08,25.15,27.39,692.29,789.56,161.94,0.16,0.84,6.01,Leaf Development,6
Batch_001,2025-05-07 19:10:00,25,61.97,29.68,27.38,575.88,851.58,173.8,0.35,0.7,6.86,Leaf Development,6
Batch_001,2025-05-07 19:15:00,25,63.79,28.9,27.36,595.36,631.33,180.11,0.36,0.34,6.53,Leaf Development,6
Batch_001,2025-05-07 19:20:00,25,70.92,24.72,29.18,718.77,957.85,153.65,0.28,0.86,5.79,Leaf Development,6
Batch_001,2025-05-07 19:25:00,25,62.43,24.07,27.48,672.81,586.62,175.68,0.38,0.83,6.76,Leaf Development,6
Batch_001,2025-05-07 19:30:00,25,62.92,25.97,27.63,553.9,820.71,169.63,0.71,0.33,5.51,Leaf Development,6
Batch_001,2025-05-07 19:35:00,25,62.28,25.68,28.59,672.23,796.68,180.85,0.89,2.03,6.61,Leaf Development,6
Batch_001,2025-05-07 19:40:00,25,69.72,29.62,29.32,566.16,571.49,156.35,0.52,0.18,6.63,Leaf Development,6
Batch_001,2025-05-07 19:45:00,25,67.57,28.6,27.42,610.98,693.84,155.33,0.79,0.58,6.44,Leaf Development,6
Batch_001,2025-05-07 19:50:00,25,64.12,26.22,27.38,564.35,637.11,245.12,0.63,0.62,5.93,Leaf Development,6
Batch_001,2025-05-07 19:55:00,25,65.89,26.83,27.75,621.84,963.43,234.58,0.35,0.83,6.83,Leaf Development,6
Batch_001,2025-05-07 20:00:00,25,69.79,27.86,28.09,554.12,840.26,234.78,0.59,0.43,6.62,Leaf Development,6
Batch_001,2025-05-07 20:05:00,25,67.58,26.24,28.9,635.55,746.06,226.73,0.53,0.56,6.93,Leaf Development,6
Batch_001,2025-05-07 20:10:00,25,65.25,25.78,28.25,575.89,592.57,161.97,0.76,0.7,6.75,Leaf Development,6
Batch_001,2025-05-07 20:15:00,25,57.12,24.26,26.18,656.97,671.02,248.56,0.75,0.35,6.25,Leaf Development,6
Batch_001,2025-05-07 20:20:00,25,66.07,28.22,29.89,663.52,848.57,143.44,0.51,0.65,5.63,Leaf Development,6
Batch_001,2025-05-07 20:25:00,25,61.12,26.2,27.84,624.8,961.98,180.27,0.67,0.41,5.87,Leaf Development,6
Batch_001,2025-05-07 20:30:00,25,64.06,24.89,26.66,613.98,615.68,158.51,0.12,0.13,5.6,Leaf Development,6
Batch_001,2025-05-07 20:35:00,25,65.54,25.99,28.97,655.28,650.37,205.22,0.8,0.46,6.74,Leaf Development,6
Batch_001,2025-05-07 20:40:00,25,59.84,29.27,29.6,595.87,918.69,226.69,0.38,0.81,6.05,Leaf Development,6
Batch_001,2025-05-07 20:45:00,25,62.2,28.33,26.81,553.75,991.15,221.63,0.75,0.41,6.61,Leaf Development,6
Batch_001,2025-05-07 20:50:00,25,60.73,29.13,29.57,577.79,614.39,185.26,0.72,0.77,5.95,Leaf Development,6
Batch_001,2025-05-07 20:55:00,25,63.17,25.2,28.46,616.13,796.9,230.38,0.89,0.43,6.72,Leaf Development,6
Batch_001,2025-05-07 21:00:00,25,64.51,24.86,27.84,571.87,679.28,212.28,0.27,0.21,6.95,Leaf Development,6
Batch_001,2025-05-07 21:05:00,25,70.66,29.49,26.41,627.26,849.35,135.72,0.75,0.45,6.34,Leaf Development,6
Batch_001,2025-05-07 21:10:00,25,63.2,28.32,29.92,599.79,542.7,183.44,0.55,0.43,6.16,Leaf Development,6
Batch_001,2025-05-07 21:15:00,25,57.72,26.01,28.02,676.52,543.32,159.14,0.36,0.1,6.44,Leaf Development,6
Batch_001,2025-05-07 21:20:00,25,62.33,26.06,28.04,672.64,781.18,205.68,0.43,0.42,6.59,Leaf Development,6
Batch_001,2025-05-07 21:25:00,25,59.74,27.6,28.79,620.59,879.92,188.27,0.39,0.46,6.12,Leaf Development,6
Batch_001,2025-05-07 21:30:00,25,64.5,26.08,26.95,614.31,641.96,210.3,0.19,0.49,6.02,Leaf Development,6
Batch_001,2025-05-07 21:35:00,25,62.42,25.81,25.87,645.98,601.74,249.81,0.56,0.35,6.3,Leaf Development,6
Batch_001,2025-05-07 21:40:00,25,59.74,29.52,25.98,678.72,573.44,223.27,0.66,0.5,6.88,Leaf Development,6
Batch_001,2025-05-07 21:45:00,25,63.27,28.75,28.16,624.49,789.27,228.84,0.13,0.3,5.9,Leaf Development,6
Batch_001,2025-05-07 21:50:00,25,66.26,24.92,27.5,666.16,747.82,158.61,0.77,0.42,6.13,Leaf Development,6
Batch_001,2025-05-07 21:55:00,25,66.27,27.74,27.11,702.96,869.82,177.18,0.66,0.38,6.55,Leaf Development,6
Batch_001,2025-05-07 22:00:00,25,68.51,29.38,27.55,644.4,907.23,181.57,0.39,0.25,6.78,Leaf Development,6
Batch_001,2025-05-07 22:05:00,25,62.8,28.03,26.42,695.35,742.61,183.89,0.35,0.73,5.57,Leaf Development,6
Batch_001,2025-05-07 22:10:00,25,67.85,27.96,27.8,613.98,610.6,152.45,0.75,0.34,6.83,Leaf Development,6
Batch_001,2025-05-07 22:15:00,25,60.14,24.12,26.54,649.66,695.79,193.09,0.39,0.46,6.71,Leaf Development,6
Batch_001,2025-05-07 22:20:00,25,60.23,26.96,28.99,585.18,665.91,163.31,0.61,0.9,5.71,Leaf Development,6
Batch_001,2025-05-07 22:25:00,25,61.13,26.63,29.92,608.2,839.93,156.73,0.49,0.44,6.71,Leaf Development,6
Batch_001,2025-05-07 22:30:00,25,63.32,28.54,27.75,568.71,704.59,248.89,0.46,0.77,6.27,Leaf Development,6
Batch_001,2025-05-07 22:35:00,25,58.63,24.35,28.28,649.18,1021.07,167.43,0.67,0.24,6.06,Leaf Development,6
Batch_001,2025-05-07 22:40:00,25,65.55,29.49,27.07,656.73,653.43,240.89,0.3,0.24,5.8,Leaf Development,6
Batch_001,2025-05-07 22:45:00,25,60.78,29.26,26.14,615.18,522.48,152.57,0.56,0.29,6.96,Leaf Development,6
Batch_001,2025-05-07 22:50:00,25,65.31,30.07,29.87,563.93,985.14,232.19,0.77,0.11,6.09,Leaf Development,6
Batch_001,2025-05-07 22:55:00,25,59.61,28.37,26.49,560.51,906.5,177.67,0.8,0.62,5.75,Leaf Development,6
Batch_001,2025-05-07 23:00:00,25,62.11,26.52,28.83,588.12,961.83,202.76,0.34,0.19,5.88,Leaf Development,6
Batch_001,2025-05-07 23:05:00,25,60.59,27.8,28.6,649.56,940.04,160.61,0.17,0.31,6.64,Leaf Development,6
Batch_001,2025-05-07 23:10:00,25,63.27,28.55,26.8,705.45,722.24,175.79,0.61,0.23,5.8,Leaf Development,6
Batch_001,2025-05-07 23:15:00,25,59.01,24.83,28.86,689.41,516.28,182.8,0.26,0.4,6.9,Leaf Development,6
Batch_001,2025-05-07 23:20:00,25,69.53,27.39,26.21,597.02,542.5,201.85,0.57,0.19,6.5,Leaf Development,6
Batch_001,2025-05-07 23:25:00,25,59.5,29.01,27.01,599.24,516.59,214.0,0.33,0.45,5.67,Leaf Development,6
Batch_001,2025-05-07 23:30:00,25,61.56,28.83,28.19,702.17,655.92,222.15,0.12,0.49,6.04,Leaf Development,6
Batch_001,2025-05-07 23:35:00,25,61.45,27.7,28.2,615.94,579.22,224.66,0.41,0.18,6.49,Leaf Development,6
Batch_001,2025-05-07 23:40:00,25,68.76,26.28,27.33,603.51,842.24,172.23,0.74,0.63,6.57,Leaf Development,6
Batch_001,2025-05-07 23:45:00,25,66.4,26.0,27.1,561.23,917.59,226.16,0.26,0.84,5.75,Leaf Development,6
Batch_001,2025-05-07 23:50:00,25,63.45,27.63,27.7,645.83,899.3,238.26,0.16,0.52,6.7,Leaf Development,6
Batch_001,2025-05-07 23:55:00,25,62.74,26.26,28.02,684.74,703.84,208.19,0.89,0.51,5.86,Leaf Development,6
Batch_001,2025-05-08 00:00:00,26,82.17,23.11,23.92,631.78,776.44,247.46,0.21,2.01,7.04,Head Formation,6
Batch_001,2025-05-08 00:05:00,26,84.26,24.91,21.65,627.02,809.8,153.88,0.31,0.89,5.69,Head Formation,6
Batch_001,2025-05-08 00:10:00,26,79.26,25.35,22.53,618.15,480.92,258.08,0.38,0.69,6.02,Head Formation,6
Batch_001,2025-05-08 00:15:00,26,81.78,23.35,21.14,629.75,954.13,197.39,0.54,0.1,6.2,Head Formation,6
Batch_001,2025-05-08 00:20:00,26,82.25,23.02,21.72,636.27,806.85,150.17,0.12,0.5,5.77,Head Formation,6
Batch_001,2025-05-08 00:25:00,26,86.11,22.11,19.85,625.91,715.15,210.65,0.76,0.6,6.74,Head Formation,6
Batch_001,2025-05-08 00:30:00,26,84.38,25.89,20.45,622.93,735.15,177.48,0.66,0.53,6.23,Head Formation,6
Batch_001,2025-05-08 00:35:00,26,86.94,25.66,23.26,641.67,786.27,224.13,0.4,0.51,5.71,Head Formation,6
Batch_001,2025-05-08 00:40:00,26,85.75,25.81,22.41,636.04,879.86,154.42,0.82,0.67,5.84,Head Formation,6
Batch_001,2025-05-08 00:45:00,26,78.39,25.73,21.86,628.57,662.21,157.67,0.79,0.2,6.18,Head Formation,6
Batch_001,2025-05-08 00:50:00,26,85.44,25.38,21.29,623.94,839.27,201.84,0.45,0.15,5.71,Head Formation,6
Batch_001,2025-05-08 00:55:00,26,84.39,22.0,21.71,630.87,1090.61,237.29,0.17,0.25,6.01,Head Formation,6
Batch_001,2025-05-08 01:00:00,26,85.11,22.87,23.93,627.75,844.49,144.21,0.68,0.42,5.84,Head Formation,6
Batch_001,2025-05-08 01:05:00,26,81.56,22.58,21.83,627.54,685.99,198.29,0.61,0.86,6.64,Head Formation,6
Batch_001,2025-05-08 01:10:00,26,82.5,24.55,22.37,618.79,576.35,180.22,0.59,0.74,5.8,Head Formation,6
Batch_001,2025-05-08 01:15:00,26,82.14,25.79,22.29,628.41,800.74,196.62,0.91,0.65,6.51,Head Formation,6
Batch_001,2025-05-08 01:20:00,26,85.41,23.74,22.76,629.74,1037.25,216.61,0.22,0.14,6.25,Head Formation,6
Batch_001,2025-05-08 01:25:00,26,82.48,22.38,20.58,632.74,600.72,152.78,0.12,0.61,5.56,Head Formation,6
Batch_001,2025-05-08 01:30:00,26,79.98,26.05,20.48,646.04,819.16,212.74,0.37,0.43,5.89,Head Formation,6
Batch_001,2025-05-08 01:35:00,26,83.7,22.17,20.34,636.6,882.56,259.5,0.35,0.43,6.6,Head Formation,6
Batch_001,2025-05-08 01:40:00,26,81.46,22.78,23.97,633.45,787.02,185.75,0.14,0.72,5.5,Head Formation,6
Batch_001,2025-05-08 01:45:00,26,82.8,23.2,20.84,619.48,998.93,203.18,0.25,0.58,6.81,Head Formation,6
Batch_001,2025-05-08 01:50:00,26,84.18,23.1,20.5,633.9,521.83,165.48,0.74,0.13,6.6,Head Formation,6
Batch_001,2025-05-08 01:55:00,26,82.81,25.42,20.18,636.21,879.43,196.7,0.45,0.12,5.49,Head Formation,6
Batch_001,2025-05-08 02:00:00,26,81.69,24.7,22.47,632.71,738.5,142.01,0.5,0.89,6.12,Head Formation,6
Batch_001,2025-05-08 02:05:00,26,81.89,25.37,20.15,633.67,789.32,206.49,0.8,0.45,6.88,Head Formation,6
Batch_001,2025-05-08 02:10:00,26,84.94,24.83,22.7,632.98,862.01,228.84,0.85,0.82,6.69,Head Formation,6
Batch_001,2025-05-08 02:15:00,26,81.01,25.97,23.11,625.67,640.21,214.56,0.54,0.41,5.75,Head Formation,6
Batch_001,2025-05-08 02:20:00,26,84.25,22.21,20.44,621.56,593.03,203.76,0.29,0.79,6.52,Head Formation,6
Batch_001,2025-05-08 02:25:00,26,83.13,23.48,20.79,618.75,725.34,210.86,0.25,0.86,5.67,Head Formation,6
Batch_001,2025-05-08 02:30:00,26,83.99,24.36,20.7,625.52,845.34,194.81,0.6,0.58,6.0,Head Formation,6
Batch_001,2025-05-08 02:35:00,26,86.69,24.85,22.0,635.0,669.09,173.09,0.6,0.8,6.8,Head Formation,6
Batch_001,2025-05-08 02:40:00,26,83.16,24.41,23.58,630.19,514.87,201.19,0.3,0.5,6.09,Head Formation,6
Batch_001,2025-05-08 02:45:00,26,82.66,22.2,22.2,631.73,646.77,233.81,0.73,0.17,6.09,Head Formation,6
Batch_001,2025-05-08 02:50:00,26,79.51,25.87,22.29,632.26,881.69,196.9,0.22,0.57,5.72,Head Formation,6
Batch_001,2025-05-08 02:55:00,26,83.5,25.41,23.07,627.51,674.73,165.14,0.35,0.62,6.9,Head Formation,6
Batch_001,2025-05-08 03:00:00,26,86.73,24.2,23.1,628.54,921.93,222.88,0.68,0.81,6.44,Head Formation,6
Batch_001,2025-05-08 03:05:00,26,81.91,25.21,23.22,618.48,959.02,161.89,0.72,0.29,6.24,Head Formation,6
Batch_001,2025-05-08 03:10:00,26,79.78,22.44,20.57,636.91,742.58,154.95,0.42,0.33,6.63,Head Formation,6
Batch_001,2025-05-08 03:15:00,26,83.83,24.73,20.44,622.17,526.95,205.14,0.89,0.43,5.66,Head Formation,6
Batch_001,2025-05-08 03:20:00,26,85.09,23.09,19.89,633.67,607.24,256.37,0.68,0.74,6.14,Head Formation,6
Batch_001,2025-05-08 03:25:00,26,85.26,23.44,20.4,623.69,693.45,242.33,0.41,0.21,5.91,Head Formation,6
Batch_001,2025-05-08 03:30:00,26,83.55,24.28,20.45,627.4,744.31,161.35,0.72,0.79,6.02,Head Formation,6
Batch_001,2025-05-08 03:35:00,26,82.24,22.35,19.95,631.97,828.16,173.04,0.82,0.78,6.42,Head Formation,6
Batch_001,2025-05-08 03:40:00,26,83.76,22.05,21.18,635.84,851.38,174.8,0.82,0.25,6.34,Head Formation,6
Batch_001,2025-05-08 03:45:00,26,82.34,22.39,22.62,622.67,988.4,192.86,0.37,0.86,6.4,Head Formation,6
Batch_001,2025-05-08 03:50:00,26,81.32,25.76,22.54,634.28,992.45,169.63,0.25,0.69,6.27,Head Formation,6
Batch_001,2025-05-08 03:55:00,26,84.44,22.85,22.56,623.02,948.57,220.31,0.25,0.9,6.02,Head Formation,6
Batch_001,2025-05-08 04:00:00,26,57.15,22.3,23.06,632.1,568.28,187.32,0.84,0.34,6.26,Head Formation,6
Batch_001,2025-05-08 04:05:00,26,59.28,23.53,21.44,630.35,597.24,197.82,0.89,0.5,6.27,Head Formation,6
Batch_001,2025-05-08 04:10:00,26,59.29,22.85,22.75,637.68,491.13,210.49,0.91,0.57,6.79,Head Formation,6
Batch_001,2025-05-08 04:15:00,26,60.89,24.86,22.59,629.85,493.39,158.07,0.26,0.4,5.94,Head Formation,6
Batch_001,2025-05-08 04:20:00,26,58.45,24.12,20.23,632.71,507.81,174.36,0.8,0.45,5.66,Head Formation,6
Batch_001,2025-05-08 04:25:00,26,60.44,22.91,20.7,636.5,563.61,216.67,0.63,0.54,6.67,Head Formation,6
Batch_001,2025-05-08 04:30:00,26,62.12,24.66,22.78,637.25,928.01,174.84,0.32,0.39,6.73,Head Formation,6
Batch_001,2025-05-08 04:35:00,26,64.26,23.06,22.16,622.26,631.86,175.13,0.47,0.18,6.72,Head Formation,6
Batch_001,2025-05-08 04:40:00,26,60.94,23.64,20.63,628.88,852.62,144.42,0.86,0.71,5.76,Head Formation,6
Batch_001,2025-05-08 04:45:00,26,59.06,22.59,20.5,632.86,505.61,168.74,0.43,0.68,6.38,Head Formation,6
Batch_001,2025-05-08 04:50:00,26,56.29,22.86,20.91,639.15,598.22,213.61,0.42,0.22,7.03,Head Formation,6
Batch_001,2025-05-08 04:55:00,26,60.44,23.62,22.32,629.74,937.5,172.07,0.59,0.54,5.79,Head Formation,6
Batch_001,2025-05-08 05:00:00,26,58.28,23.34,21.7,646.08,631.34,247.93,0.79,0.3,5.74,Head Formation,6
Batch_001,2025-05-08 05:05:00,26,59.84,22.51,20.02,634.34,789.0,222.77,0.44,0.66,5.71,Head Formation,6
Batch_001,2025-05-08 05:10:00,26,60.31,23.46,23.23,622.5,698.63,240.49,0.47,0.42,6.68,Head Formation,6
Batch_001,2025-05-08 05:15:00,26,60.06,25.29,21.08,642.98,620.68,233.57,0.87,0.36,5.51,Head Formation,6
