batch_id,timestamp,day_number,humidity,temp_envi,temp_water,tds,ec,lux,ppfd,reflect_445,reflect_480,ph,growth_stage,yield_count
Batch_001,2025-05-08 12:20:00,26,50.96,34.17,33.77,626.94,0.98,13448.74,374.44,0.08,0.11,6.21,Head Formation,6
Batch_001,2025-05-08 12:25:00,26,43.48,35.19,33.1,630.02,0.98,12647.12,339.38,0.04,0.06,6.07,Head Formation,6
Batch_001,2025-05-08 12:30:00,26,48.01,34.22,33.8,620.05,0.97,11737.61,465.01,0.11,0.05,6.14,Head Formation,6
Batch_001,2025-05-08 12:35:00,26,44.71,35.01,33.33,619.65,0.97,12298.72,310.51,0.11,0.12,5.88,Head Formation,6
Batch_001,2025-05-08 12:40:00,26,48.95,34.15,33.18,639.3,1.0,10747.43,463.25,0.08,0.12,5.93,Head Formation,6
Batch_001,2025-05-08 12:45:00,26,50.63,34.77,32.83,631.88,0.99,11362.53,371.48,0.07,0.09,6.0,Head Formation,6
Batch_001,2025-05-08 12:50:00,26,50.5,34.76,33.54,626.36,0.98,12511.48,493.66,0.07,0.07,6.16,Head Formation,6
Batch_001,2025-05-08 12:55:00,26,44.11,34.96,33.59,629.38,0.98,10457.25,294.74,0.06,0.1,6.13,Head Formation,6
Batch_001,2025-05-08 13:00:00,26,44.8,34.62,33.8,633.66,0.99,7230.54,342.7,0.08,0.1,5.87,Head Formation,6
Batch_001,2025-05-08 13:05:00,26,49.77,36.4,33.73,628.0,0.98,5704.9,345.85,0.1,0.09,6.25,Head Formation,6
Batch_001,2025-05-08 13:10:00,26,41.91,34.72,32.38,623.8,0.97,7835.81,304.21,0.09,0.09,6.05,Head Formation,6
Batch_001,2025-05-08 13:15:00,26,47.66,36.56,34.39,623.17,0.97,8027.25,274.28,0.11,0.12,5.97,Head Formation,6
Batch_001,2025-05-08 13:20:00,26,54.08,35.02,32.43,633.88,0.99,6238.13,263.88,0.11,0.13,6.09,Head Formation,6
Batch_001,2025-05-08 13:25:00,26,50.4,34.16,33.07,629.93,0.98,5374.18,191.38,0.07,0.05,5.94,Head Formation,6
Batch_001,2025-05-08 13:30:00,26,46.66,34.71,32.97,620.9,0.97,6622.35,241.47,0.1,0.11,6.02,Head Formation,6
Batch_001,2025-05-08 13:35:00,26,44.99,36.45,33.15,628.42,0.98,6815.01,210.9,0.13,0.1,5.96,Head Formation,6
Batch_001,2025-05-08 13:40:00,26,47.46,34.32,34.23,619.12,0.97,6078.9,314.22,0.12,0.1,5.9,Head Formation,6
Batch_001,2025-05-08 13:45:00,26,47.68,36.85,33.74,627.0,0.98,5878.91,335.99,0.06,0.1,5.76,Head Formation,6
Batch_001,2025-05-08 13:50:00,26,48.26,35.41,34.07,630.61,0.99,7187.07,223.85,0.11,0.05,6.0,Head Formation,6
Batch_001,2025-05-08 13:55:00,26,45.3,33.94,33.53,627.73,0.98,7842.99,382.24,0.11,0.08,5.85,Head Formation,6
Batch_001,2025-05-08 14:00:00,26,56.03,38.02,33.32,630.08,0.98,5803.31,285.35,0.1,0.08,5.96,Head Formation,6
Batch_001,2025-05-08 14:05:00,26,46.24,36.43,33.59,632.66,0.99,6379.41,325.93,0.05,0.06,6.04,Head Formation,6
Batch_001,2025-05-08 14:10:00,26,46.32,37.52,33.41,644.63,1.01,5904.7,396.2,0.14,0.06,6.16,Head Formation,6
Batch_001,2025-05-08 14:15:00,26,49.5,37.16,32.27,620.84,0.97,6199.89,255.25,0.09,0.06,5.81,Head Formation,6
Batch_001,2025-05-08 14:20:00,26,47.51,37.6,32.72,620.69,0.97,5585.5,374.84,0.05,0.05,5.87,Head Formation,6
Batch_001,2025-05-08 14:25:00,26,48.58,37.03,32.79,626.86,0.98,7089.51,238.47,0.11,0.06,6.0,Head Formation,6
Batch_001,2025-05-08 14:30:00,26,55.15,37.39,33.42,629.63,0.98,6374.12,392.2,0.15,0.04,5.76,Head Formation,6
Batch_001,2025-05-08 14:35:00,26,50.09,37.87,33.8,631.38,0.99,7647.45,387.41,0.08,0.11,5.91,Head Formation,6
Batch_001,2025-05-08 14:40:00,26,51.05,38.07,32.97,629.31,0.98,5517.66,287.7,0.13,0.06,5.89,Head Formation,6
Batch_001,2025-05-08 14:45:00,26,49.39,37.03,31.89,624.94,0.98,7029.12,365.12,0.11,0.11,6.3,Head Formation,6
Batch_001,2025-05-08 14:50:00,26,42.85,37.24,32.41,613.88,0.96,6255.22,223.1,0.07,0.06,6.17,Head Formation,6
Batch_001,2025-05-08 14:55:00,26,51.44,37.96,33.63,630.78,0.99,5661.3,376.07,0.13,0.08,5.98,Head Formation,6
Batch_001,2025-05-08 15:00:00,26,52.12,37.52,33.97,624.17,0.98,7420.74,294.37,0.12,0.09,6.08,Head Formation,6
Batch_001,2025-05-08 15:05:00,26,51.27,36.86,33.21,629.09,0.98,5888.29,210.52,0.05,0.07,6.2,Head Formation,6
Batch_001,2025-05-08 15:10:00,26,51.71,38.02,32.24,633.03,0.99,5323.5,349.02,0.09,0.07,6.27,Head Formation,6
Batch_001,2025-05-08 15:15:00,26,50.88,37.91,32.31,642.39,1.0,6281.71,380.18,0.11,0.07,6.06,Head Formation,6
Batch_001,2025-05-08 15:20:00,26,57.26,37.62,33.11,629.89,0.98,4902.73,253.99,0.13,0.03,6.05,Head Formation,6
Batch_001,2025-05-08 15:25:00,26,50.24,38.01,32.92,631.68,0.99,5905.52,289.71,0.09,0.11,5.87,Head Formation,6
Batch_001,2025-05-08 15:30:00,26,43.25,37.81,32.05,635.01,0.99,5978.26,294.99,0.13,0.13,5.87,Head Formation,6
Batch_001,2025-05-08 15:35:00,26,53.56,37.18,33.73,627.29,0.98,7877.57,378.92,0.11,0.09,5.82,Head Formation,6
Batch_001,2025-05-08 15:40:00,26,45.74,37.25,33.31,629.44,0.98,5754.28,187.49,0.14,0.06,6.2,Head Formation,6
Batch_001,2025-05-08 15:45:00,26,44.67,37.22,33.14,620.61,0.97,6487.44,381.78,0.12,0.11,6.03,Head Formation,6
Batch_001,2025-05-08 15:50:00,26,41.16,37.55,33.3,628.09,0.98,6080.85,268.93,0.08,0.07,5.76,Head Formation,6
Batch_001,2025-05-08 15:55:00,26,51.45,37.51,33.26,636.09,0.99,6580.29,365.49,0.13,0.11,6.13,Head Formation,6
Batch_001,2025-05-08 16:00:00,26,66.53,30.94,27.73,629.2,0.98,6177.1,323.68,0.12,0.07,6.01,Head Formation,6
Batch_001,2025-05-08 16:05:00,26,63.17,31.83,29.09,627.62,0.98,5845.41,218.53,0.15,0.06,5.88,Head Formation,6
Batch_001,2025-05-08 16:10:00,26,54.31,32.7,28.47,624.68,0.98,6887.03,410.81,0.07,0.08,5.75,Head Formation,6
Batch_001,2025-05-08 16:15:00,26,61.26,33.5,28.39,628.37,0.98,5451.72,268.32,0.13,0.1,5.94,Head Formation,6
Batch_001,2025-05-08 16:20:00,26,70.68,33.53,29.06,632.86,0.99,5683.62,386.25,0.12,0.07,5.74,Head Formation,6
Batch_001,2025-05-08 16:25:00,26,66.79,33.26,29.02,639.49,1.0,7111.26,295.32,0.12,0.09,5.76,Head Formation,6
Batch_001,2025-05-08 16:30:00,26,63.61,32.87,28.54,629.52,0.98,7101.92,291.98,0.14,0.08,5.86,Head Formation,6
Batch_001,2025-05-08 16:35:00,26,69.37,32.78,26.46,631.71,0.99,5712.63,175.4,0.15,0.09,5.8,Head Formation,6
Batch_001,2025-05-08 16:40:00,26,66.25,33.89,26.62,629.01,0.98,6586.73,320.0,0.14,0.09,6.09,Head Formation,6
Batch_001,2025-05-08 16:45:00,26,61.42,33.54,26.67,646.21,1.01,5725.91,362.97,0.13,0.08,6.01,Head Formation,6
Batch_001,2025-05-08 16:50:00,26,71.74,30.87,28.31,628.2,0.98,6631.07,331.64,0.07,0.12,6.19,Head Formation,6
Batch_001,2025-05-08 16:55:00,26,61.21,33.65,30.19,633.57,0.99,6454.13,237.17,0.08,0.1,6.23,Head Formation,6
Batch_001,2025-05-08 17:00:00,26,67.49,32.22,26.82,629.61,0.98,5385.11,363.91,0.1,0.09,5.8,Head Formation,6
Batch_001,2025-05-08 17:05:00,26,67.19,31.14,28.07,640.48,1.0,6536.49,298.17,0.07,0.09,5.88,Head Formation,6
Batch_001,2025-05-08 17:10:00,26,63.29,31.58,26.85,625.67,0.98,6336.64,340.38,0.11,0.1,5.85,Head Formation,6
Batch_001,2025-05-08 17:15:00,26,63.19,32.47,28.96,624.94,0.98,6728.21,197.08,0.13,0.05,6.18,Head Formation,6
Batch_001,2025-05-08 17:20:00,26,65.27,30.68,29.58,635.72,0.99,5999.72,340.64,0.09,0.11,6.1,Head Formation,6
Batch_001,2025-05-08 17:25:00,26,62.77,29.96,26.36,635.02,0.99,6222.19,362.39,0.13,0.11,5.81,Head Formation,6
Batch_001,2025-05-08 17:30:00,26,66.22,31.9,26.81,615.19,0.96,7395.82,188.26,0.12,0.08,6.21,Head Formation,6
Batch_001,2025-05-08 17:35:00,26,64.14,33.38,26.51,641.87,1.0,6360.07,334.84,0.14,0.06,5.78,Head Formation,6
Batch_001,2025-05-08 17:40:00,26,70.88,31.35,28.09,623.96,0.97,7319.84,341.12,0.15,0.05,5.9,Head Formation,6
Batch_001,2025-05-08 17:45:00,26,58.71,33.74,28.76,634.58,0.99,7169.66,375.37,0.13,0.11,6.08,Head Formation,6
Batch_001,2025-05-08 17:50:00,26,65.87,33.37,28.97,639.39,1.0,7483.86,282.46,0.12,0.09,6.15,Head Formation,6
Batch_001,2025-05-08 17:55:00,26,66.38,32.97,29.87,626.93,0.98,6196.79,219.55,0.09,0.06,5.91,Head Formation,6
Batch_001,2025-05-08 18:00:00,26,63.54,26.29,29.11,628.2,0.98,980.68,231.01,0.1,0.14,6.16,Head Formation,6
Batch_001,2025-05-08 18:05:00,26,63.11,27.83,26.61,610.0,0.95,727.87,244.07,0.13,0.13,6.08,Head Formation,6
Batch_001,2025-05-08 18:10:00,26,61.89,27.87,29.46,638.79,1.0,930.1,168.47,0.06,0.09,5.94,Head Formation,6
Batch_001,2025-05-08 18:15:00,26,60.49,24.99,25.92,625.59,0.98,810.41,207.02,0.12,0.08,5.84,Head Formation,6
Batch_001,2025-05-08 18:20:00,26,58.29,29.82,30.27,624.15,0.98,567.72,240.88,0.15,0.06,5.96,Head Formation,6
Batch_001,2025-05-08 18:25:00,26,64.32,27.48,30.23,635.74,0.99,833.0,235.4,0.09,0.1,6.11,Head Formation,6
Batch_001,2025-05-08 18:30:00,26,62.54,29.44,28.28,634.62,0.99,558.37,191.68,0.07,0.1,5.91,Head Formation,6
Batch_001,2025-05-08 18:35:00,26,55.15,25.49,29.47,624.73,0.98,598.48,149.44,0.05,0.04,5.87,Head Formation,6
Batch_001,2025-05-08 18:40:00,26,67.2,23.7,27.09,620.48,0.97,900.55,232.69,0.1,0.1,5.79,Head Formation,6
Batch_001,2025-05-08 18:45:00,26,64.7,24.82,25.93,627.41,0.98,978.22,246.84,0.07,0.11,5.77,Head Formation,6
Batch_001,2025-05-08 18:50:00,26,62.34,25.11,26.99,629.34,0.98,607.86,157.37,0.07,0.04,5.92,Head Formation,6
Batch_001,2025-05-08 18:55:00,26,67.11,26.32,28.93,634.45,0.99,548.97,175.58,0.15,0.09,6.0,Head Formation,6
Batch_001,2025-05-08 19:00:00,26,61.33,27.49,26.57,631.54,0.99,531.87,226.64,0.12,0.11,6.15,Head Formation,6
Batch_001,2025-05-08 19:05:00,26,58.81,24.05,26.87,627.78,0.98,938.67,233.88,0.06,0.11,5.93,Head Formation,6
Batch_001,2025-05-08 19:10:00,26,62.3,26.45,29.72,626.16,0.98,509.16,155.0,0.15,0.08,5.88,Head Formation,6
Batch_001,2025-05-08 19:15:00,26,69.72,28.89,27.2,628.07,0.98,781.31,202.59,0.1,0.06,6.01,Head Formation,6
Batch_001,2025-05-08 19:20:00,26,64.33,29.61,26.79,641.9,1.0,512.7,174.91,0.06,0.06,5.84,Head Formation,6
Batch_001,2025-05-08 19:25:00,26,63.68,27.95,26.0,637.29,1.0,774.58,237.39,0.17,-0.33,5.94,Head Formation,6
Batch_001,2025-05-08 19:30:00,26,65.06,27.12,26.64,634.93,0.99,834.84,171.17,0.14,0.12,5.9,Head Formation,6
Batch_001,2025-05-08 19:35:00,26,62.19,24.05,26.89,629.47,0.98,732.98,205.61,0.13,0.05,6.1,Head Formation,6
Batch_001,2025-05-08 19:40:00,26,72.12,27.37,26.12,641.2,1.0,865.22,191.94,0.12,0.11,5.78,Head Formation,6
Batch_001,2025-05-08 19:45:00,26,67.15,29.86,29.43,623.99,0.97,662.84,189.82,0.12,0.03,6.08,Head Formation,6
Batch_001,2025-05-08 19:50:00,26,60.48,28.37,28.39,621.61,0.97,912.1,156.8,0.15,0.08,6.24,Head Formation,6
Batch_001,2025-05-08 19:55:00,26,64.84,24.86,29.14,631.31,0.99,1000.97,215.75,0.11,0.07,6.08,Head Formation,6
Batch_001,2025-05-08 20:00:00,26,65.29,29.72,26.02,635.12,0.99,789.61,165.16,0.08,0.1,5.87,Head Formation,6
Batch_001,2025-05-08 20:05:00,26,66.91,27.55,26.92,628.39,0.98,890.57,240.31,0.11,0.05,6.17,Head Formation,6
Batch_001,2025-05-08 20:10:00,26,67.93,26.9,27.69,636.08,0.99,737.16,231.88,0.09,0.07,6.12,Head Formation,6
Batch_001,2025-05-08 20:15:00,26,65.02,29.19,27.08,623.6,0.97,631.79,240.96,0.11,0.09,5.75,Head Formation,6
Batch_001,2025-05-08 20:20:00,26,66.98,26.38,26.64,632.54,0.99,697.26,159.39,0.07,0.13,5.96,Head Formation,6
Batch_001,2025-05-08 20:25:00,26,69.91,28.19,26.82,631.32,0.99,591.66,216.73,0.11,0.05,5.9,Head Formation,6
Batch_001,2025-05-08 20:30:00,26,60.51,25.52,29.39,623.56,0.97,525.33,231.93,0.09,0.08,5.89,Head Formation,6
Batch_001,2025-05-08 20:35:00,26,69.13,26.4,27.74,628.18,0.98,810.04,164.45,0.06,0.08,5.73,Head Formation,6
Batch_001,2025-05-08 20:40:00,26,68.81,26.82,29.36,644.38,1.01,970.04,178.59,0.06,0.06,6.01,Head Formation,6
Batch_001,2025-05-08 20:45:00,26,60.52,23.73,27.34,631.64,0.99,800.92,245.42,0.09,0.05,6.07,Head Formation,6
Batch_001,2025-05-08 20:50:00,26,61.58,27.56,29.22,623.15,0.97,659.42,253.15,0.09,0.09,5.89,Head Formation,6
Batch_001,2025-05-08 20:55:00,26,61.66,27.28,29.67,628.66,0.98,555.7,175.66,0.12,0.11,5.88,Head Formation,6
Batch_001,2025-05-08 21:00:00,26,64.41,29.57,28.26,625.28,0.98,683.03,169.95,0.1,0.07,6.17,Head Formation,6
Batch_001,2025-05-08 21:05:00,26,68.34,29.88,26.99,631.02,0.99,875.53,223.31,0.05,0.09,6.07,Head Formation,6
Batch_001,2025-05-08 21:10:00,26,65.75,24.4,27.2,637.39,1.0,826.74,218.27,0.06,0.1,6.13,Head Formation,6
Batch_001,2025-05-08 21:15:00,26,68.98,25.67,28.29,638.93,1.0,855.94,161.84,0.07,0.1,6.09,Head Formation,6
Batch_001,2025-05-08 21:20:00,26,66.25,27.77,30.03,631.39,0.99,945.0,225.29,0.09,0.05,6.11,Head Formation,6
Batch_001,2025-05-08 21:25:00,26,58.12,28.86,28.59,628.8,0.98,886.4,151.95,0.1,0.12,5.92,Head Formation,6
Batch_001,2025-05-08 21:30:00,26,67.24,25.63,26.52,623.95,0.97,809.0,141.59,0.13,0.08,5.96,Head Formation,6
Batch_001,2025-05-08 21:35:00,26,64.3,26.88,28.99,630.34,0.98,892.74,209.13,0.04,0.06,5.94,Head Formation,6
Batch_001,2025-05-08 21:40:00,26,67.36,29.15,26.72,632.52,0.99,676.06,176.16,0.1,0.05,5.97,Head Formation,6
Batch_001,2025-05-08 21:45:00,26,66.88,25.88,28.69,624.13,0.98,984.08,182.16,0.09,0.08,6.04,Head Formation,6
Batch_001,2025-05-08 21:50:00,26,62.34,26.23,27.81,623.46,0.97,756.4,213.83,0.11,0.03,5.81,Head Formation,6
Batch_001,2025-05-08 21:55:00,26,67.34,27.81,27.9,635.0,0.99,665.17,220.74,0.11,0.09,6.27,Head Formation,6
Batch_001,2025-05-08 22:00:00,26,69.22,26.56,27.57,623.66,0.97,770.28,207.97,0.12,0.11,6.0,Head Formation,6
Batch_001,2025-05-08 22:05:00,26,61.36,24.33,27.6,633.28,0.99,895.38,237.08,0.07,0.1,5.75,Head Formation,6
Batch_001,2025-05-08 22:10:00,26,62.67,28.36,26.94,625.13,0.98,1021.76,172.54,0.13,0.05,5.96,Head Formation,6
Batch_001,2025-05-08 22:15:00,26,68.36,23.76,27.33,620.34,0.97,764.19,167.93,0.07,0.05,5.96,Head Formation,6
Batch_001,2025-05-08 22:20:00,26,65.39,27.98,28.49,631.66,0.99,874.0,250.43,0.09,0.05,5.87,Head Formation,6
Batch_001,2025-05-08 22:25:00,26,65.62,24.71,27.44,630.74,0.99,557.99,236.92,0.16,0.1,5.92,Head Formation,6
Batch_001,2025-05-08 22:30:00,26,61.56,26.84,27.42,621.54,0.97,814.42,199.35,0.05,0.09,5.86,Head Formation,6
Batch_001,2025-05-08 22:35:00,26,68.3,24.84,29.14,620.56,0.97,712.79,191.22,0.07,0.04,5.86,Head Formation,6
Batch_001,2025-05-08 22:40:00,26,68.02,24.97,29.48,639.74,1.0,938.46,159.93,0.13,0.07,6.01,Head Formation,6
Batch_001,2025-05-08 22:45:00,26,66.42,25.95,27.73,620.86,0.97,545.13,177.68,0.06,0.07,5.82,Head Formation,6
Batch_001,2025-05-08 22:50:00,26,71.72,28.34,27.56,632.3,0.99,584.03,221.91,0.14,0.06,5.97,Head Formation,6
Batch_001,2025-05-08 22:55:00,26,62.57,23.82,28.24,628.5,0.98,647.11,239.31,0.12,0.08,5.75,Head Formation,6
Batch_001,2025-05-08 23:00:00,26,66.02,27.11,26.84,643.54,1.01,682.44,184.15,0.09,0.12,6.14,Head Formation,6
Batch_001,2025-05-08 23:05:00,26,59.43,27.95,30.29,644.67,1.01,716.04,198.6,0.17,0.05,6.06,Head Formation,6
Batch_001,2025-05-08 23:10:00,26,60.21,26.58,26.0,631.03,0.99,749.85,174.51,0.07,0.1,5.82,Head Formation,6
Batch_001,2025-05-08 23:15:00,26,61.13,25.53,27.28,631.47,0.99,886.6,221.02,0.13,0.06,6.14,Head Formation,6
Batch_001,2025-05-08 23:20:00,26,64.26,25.41,27.65,634.74,0.99,548.67,176.2,0.15,0.08,5.91,Head Formation,6
Batch_001,2025-05-08 23:25:00,26,63.24,27.58,27.99,628.66,0.98,985.05,242.34,0.08,0.05,6.03,Head Formation,6
Batch_001,2025-05-08 23:30:00,26,62.28,26.28,27.53,637.68,1.0,605.3,141.78,0.12,0.1,6.01,Head Formation,6
Batch_001,2025-05-08 23:35:00,26,69.67,29.25,26.87,632.15,0.99,741.45,223.01,0.07,0.07,5.93,Head Formation,6
Batch_001,2025-05-08 23:40:00,26,72.04,27.22,28.98,625.17,0.98,915.6,219.0,0.06,0.06,6.07,Head Formation,6
Batch_001,2025-05-08 23:45:00,26,67.92,24.05,27.93,626.92,0.98,536.26,176.23,0.11,0.04,5.82,Head Formation,6
Batch_001,2025-05-08 23:50:00,26,64.13,27.72,29.61,626.68,0.98,941.02,268.02,0.08,0.07,5.86,Head Formation,6
Batch_001,2025-05-08 23:55:00,26,65.4,29.78,26.82,640.98,1.0,857.65,165.96,0.05,0.12,6.08,Head Formation,6
Batch_001,2025-05-09 00:00:00,27,83.93,24.24,22.34,630.65,0.99,733.59,175.59,0.1,0.1,5.98,Head Formation,6
Batch_001,2025-05-09 00:05:00,27,84.05,25.33,19.81,632.01,0.99,713.61,183.98,0.12,0.09,5.82,Head Formation,6
Batch_001,2025-05-09 00:10:00,27,81.28,25.43,21.96,631.39,0.99,724.76,221.94,0.07,0.05,5.91,Head Formation,6
Batch_001,2025-05-09 00:15:00,27,83.01,25.5,20.75,627.68,0.98,512.86,188.97,0.07,0.12,6.04,Head Formation,6
Batch_001,2025-05-09 00:20:00,27,86.54,26.38,21.54,627.77,0.98,524.23,190.27,0.13,0.09,5.82,Head Formation,6
Batch_001,2025-05-09 00:25:00,27,79.06,25.02,21.17,635.86,0.99,570.48,192.67,0.12,0.07,6.19,Head Formation,6
Batch_001,2025-05-09 00:30:00,27,81.28,22.56,22.71,635.8,0.99,806.91,231.28,0.11,0.07,5.91,Head Formation,6
Batch_001,2025-05-09 00:35:00,27,80.03,24.93,22.3,634.2,0.99,648.32,225.06,0.04,0.08,6.18,Head Formation,6
Batch_001,2025-05-09 00:40:00,27,82.6,22.01,23.06,619.56,0.97,584.49,152.63,0.13,0.07,5.95,Head Formation,6
Batch_001,2025-05-09 00:45:00,27,79.71,23.79,21.26,628.49,0.98,744.45,217.67,0.16,0.06,6.0,Head Formation,6
Batch_001,2025-05-09 00:50:00,27,81.68,24.32,21.64,636.91,1.0,971.06,220.12,0.1,0.06,6.21,Head Formation,6
Batch_001,2025-05-09 00:55:00,27,84.37,24.08,21.88,622.41,0.97,512.37,258.65,0.07,0.08,5.88,Head Formation,6
Batch_001,2025-05-09 01:00:00,27,86.92,22.22,20.36,618.27,0.97,715.87,216.77,0.13,0.1,5.8,Head Formation,6
Batch_001,2025-05-09 01:05:00,27,83.96,24.57,20.65,622.37,0.97,830.4,237.77,0.09,0.08,6.11,Head Formation,6
Batch_001,2025-05-09 01:10:00,27,81.35,26.18,23.41,630.64,0.99,587.73,244.18,0.12,0.04,5.93,Head Formation,6
Batch_001,2025-05-09 01:15:00,27,77.86,25.31,21.16,625.2,0.98,856.33,147.7,0.12,0.11,5.87,Head Formation,6
Batch_001,2025-05-09 01:20:00,27,81.0,22.33,20.44,627.03,0.98,493.16,185.33,0.08,0.06,6.05,Head Formation,6
Batch_001,2025-05-09 01:25:00,27,79.28,25.47,23.3,628.19,0.98,755.45,213.32,0.05,0.08,5.98,Head Formation,6
Batch_001,2025-05-09 01:30:00,27,82.59,24.74,23.93,626.29,0.98,503.71,249.6,0.08,0.11,6.15,Head Formation,6
Batch_001,2025-05-09 01:35:00,27,82.94,24.77,20.22,641.2,1.0,469.96,222.84,0.09,0.08,6.0,Head Formation,6
Batch_001,2025-05-09 01:40:00,27,79.34,24.64,20.89,630.15,0.98,872.93,202.9,0.14,0.09,6.13,Head Formation,6
Batch_001,2025-05-09 01:45:00,27,80.55,24.62,21.64,627.37,0.98,735.77,200.66,0.13,0.11,5.9,Head Formation,6
Batch_001,2025-05-09 01:50:00,27,81.57,23.33,22.94,621.02,0.97,914.1,205.78,0.11,0.03,5.85,Head Formation,6
Batch_001,2025-05-09 01:55:00,27,81.32,25.27,20.63,630.67,0.99,885.26,194.64,0.14,0.09,5.85,Head Formation,6
Batch_001,2025-05-09 02:00:00,27,84.02,24.52,20.55,629.44,0.98,549.02,154.49,0.1,0.05,6.08,Head Formation,6
Batch_001,2025-05-09 02:05:00,27,81.08,23.44,23.39,628.35,0.98,975.58,165.11,0.09,0.04,6.01,Head Formation,6
Batch_001,2025-05-09 02:10:00,27,82.06,25.59,20.38,631.32,0.99,686.6,166.49,0.11,0.13,5.87,Head Formation,6
Batch_001,2025-05-09 02:15:00,27,81.23,23.45,20.79,613.97,0.96,543.94,179.85,0.13,0.08,6.0,Head Formation,6
Batch_001,2025-05-09 02:20:00,27,82.01,22.47,21.39,632.64,0.99,973.85,167.23,0.13,0.12,5.84,Head Formation,6
Batch_001,2025-05-09 02:25:00,27,87.57,24.11,20.04,634.0,0.99,659.36,216.26,0.15,0.06,6.06,Head Formation,6
Batch_001,2025-05-09 02:30:00,27,81.8,22.22,23.06,627.63,0.98,1016.08,212.13,0.09,0.06,5.85,Head Formation,6
Batch_001,2025-05-09 02:35:00,27,86.84,22.92,20.98,626.73,0.98,611.29,226.59,0.14,0.05,5.79,Head Formation,6
Batch_001,2025-05-09 02:40:00,27,84.03,25.94,20.79,623.77,0.97,839.19,208.89,0.11,0.05,5.88,Head Formation,6
Batch_001,2025-05-09 02:45:00,27,81.39,24.02,20.36,629.88,0.98,904.54,206.29,0.1,0.1,5.97,Head Formation,6
Batch_001,2025-05-09 02:50:00,27,84.05,23.31,22.99,622.28,0.97,650.9,211.7,0.1,0.09,5.87,Head Formation,6
Batch_001,2025-05-09 02:55:00,27,80.19,23.74,23.74,625.59,0.98,600.39,185.67,0.11,0.08,5.99,Head Formation,6
Batch_001,2025-05-09 03:00:00,27,84.51,22.29,20.59,632.74,0.99,749.37,216.03,0.14,0.1,5.85,Head Formation,6
Batch_001,2025-05-09 03:05:00,27,85.9,22.94,23.56,633.41,0.99,783.91,222.59,0.13,0.11,6.03,Head Formation,6
Batch_001,2025-05-09 03:10:00,27,87.41,25.14,20.94,635.39,0.99,792.52,240.42,0.12,0.1,5.82,Head Formation,6
Batch_001,2025-05-09 03:15:00,27,82.7,21.64,21.87,643.8,1.01,819.41,168.41,0.15,0.12,5.85,Head Formation,6
Batch_001,2025-05-09 03:20:00,27,77.96,23.37,20.38,642.53,1.0,719.13,184.77,0.1,0.1,5.93,Head Formation,6
Batch_001,2025-05-09 03:25:00,27,83.31,22.95,20.39,625.71,0.98,761.9,163.59,0.13,0.06,6.24,Head Formation,6
Batch_001,2025-05-09 03:30:00,27,82.45,26.07,23.4,631.09,0.99,853.14,155.21,0.16,0.06,6.22,Head Formation,6
Batch_001,2025-05-09 03:35:00,27,87.1,22.16,23.27,634.38,0.99,602.41,218.97,0.09,0.08,5.92,Head Formation,6
Batch_001,2025-05-09 03:40:00,27,83.54,23.73,22.35,625.93,0.98,902.27,210.29,0.08,0.04,5.93,Head Formation,6
Batch_001,2025-05-09 03:45:00,27,81.61,24.89,22.74,626.26,0.98,650.98,216.33,0.05,0.09,6.04,Head Formation,6
Batch_001,2025-05-09 03:50:00,27,79.83,25.08,21.76,627.73,0.98,667.32,168.34,0.09,0.06,5.9,Head Formation,6
Batch_001,2025-05-09 03:55:00,27,81.19,22.17,23.21,626.76,0.98,673.48,216.87,0.03,0.05,5.71,Head Formation,6
Batch_001,2025-05-09 04:00:00,27,56.2,24.33,23.05,622.06,0.97,640.67,233.95,0.06,0.07,6.08,Head Formation,6
Batch_001,2025-05-09 04:05:00,27,55.79,25.18,20.94,633.46,0.99,886.09,183.45,0.08,0.06,6.15,Head Formation,6
Batch_001,2025-05-09 04:10:00,27,57.57,25.43,21.59,627.45,0.98,530.33,192.94,0.11,0.07,6.17,Head Formation,6
Batch_001,2025-05-09 04:15:00,27,58.12,23.98,20.66,631.52,0.99,525.19,182.19,0.08,0.06,6.07,Head Formation,6
Batch_001,2025-05-09 04:20:00,27,59.47,25.07,22.68,635.25,0.99,495.72,224.24,0.13,0.11,5.96,Head Formation,6
Batch_001,2025-05-09 04:25:00,27,58.67,23.4,21.3,622.31,0.97,719.18,164.45,0.07,0.12,5.77,Head Formation,6
Batch_001,2025-05-09 04:30:00,27,60.5,23.35,22.51,633.32,0.99,701.99,168.57,0.13,0.09,6.17,Head Formation,6
Batch_001,2025-05-09 04:35:00,27,59.53,25.26,20.5,628.52,0.98,514.91,173.31,0.07,0.04,5.91,Head Formation,6
Batch_001,2025-05-09 04:40:00,27,62.41,26.06,23.53,632.59,0.99,670.8,170.78,0.15,0.11,6.08,Head Formation,6
Batch_001,2025-05-09 04:45:00,27,56.98,23.05,21.41,631.18,0.99,782.85,170.14,0.07,0.05,5.8,Head Formation,6
Batch_001,2025-05-09 04:50:00,27,57.04,25.5,20.27,624.26,0.98,806.8,222.76,0.12,0.11,5.96,Head Formation,6
Batch_001,2025-05-09 04:55:00,27,62.79,24.51,22.84,629.7,0.98,638.37,172.81,0.13,0.11,6.17,Head Formation,6
